payments.Amount_in_USD,payments.Transaction_ID,users.devtodev_ID,payments.Date,users.Install_date
5.0906506,GPA.3342-3983-9800-53780,95398,1.59766E+12,1.59766E+12
5.097588,GPA.3308-2106-0051-19002,95398,1.59774E+12,1.59766E+12
5.107373,GPA.3330-7396-3398-23183,105043,1.59777E+12,1.59777E+12
5.107373,GPA.3313-4269-1787-33266,105043,1.59777E+12,1.59777E+12
2.4814742,GPA.3384-5284-5846-39426,105043,1.59777E+12,1.59777E+12
5.146796,GPA.3313-8125-5261-10528,110014,1.59812E+12,1.598E+12
5.146796,GPA.3345-7843-9390-88552,110014,1.59812E+12,1.598E+12
2.5006285,GPA.3364-4563-3215-97406,110014,1.59812E+12,1.598E+12
5.146796,GPA.3338-1479-2872-85882,110014,1.59812E+12,1.598E+12
5.146796,GPA.3367-8190-1633-32617,110014,1.59812E+12,1.598E+12
17.99,GPA.3321-6548-9442-55264,110646,1.59822E+12,1.5982E+12
1.99,GPA.3382-4140-3826-74218,110646,1.59822E+12,1.5982E+12
17.99,GPA.3334-8138-3621-72705,30384,1.59641E+12,1.5964E+12
89.99,GPA.3317-4596-3081-84817,30384,1.59641E+12,1.5964E+12
3.99,GPA.3388-5932-9242-72733,60025,1.59672E+12,1.59672E+12
17.99,GPA.3359-1114-7421-89916,60025,1.59672E+12,1.59672E+12
3.99,GPA.3338-4116-2675-07156,60025,1.59682E+12,1.59672E+12
17.99,GPA.3393-7554-3453-33392,60025,1.59682E+12,1.59672E+12
17.99,GPA.3343-5885-8747-53618,70053,1.59683E+12,1.59683E+12
1.99,GPA.3393-6439-4935-39389,70053,1.59683E+12,1.59683E+12
17.99,GPA.3388-1899-9105-99324,70053,1.59686E+12,1.59683E+12
3.99,GPA.3374-6180-6492-23296,30055,1.59617E+12,1.59616E+12
3.99,GPA.3305-0657-0094-22093,30445,1.59694E+12,1.59642E+12
3.99,GPA.3300-4430-9662-95958,70145,1.59695E+12,1.59687E+12
1.99,GPA.3306-0819-3126-03397,70145,1.59695E+12,1.59687E+12
1.99,GPA.3325-0956-6864-85776,70145,1.59696E+12,1.59687E+12
3.99,GPA.3308-5466-4300-16990,70388,1.59699E+12,1.59699E+12
3.99,GPA.3330-8257-8164-03050,70388,1.597E+12,1.59699E+12
3.99,GPA.3353-3995-7845-68084,70388,1.597E+12,1.59699E+12
3.99,GPA.3332-4963-6151-69911,70388,1.597E+12,1.59699E+12
1.99,GPA.3378-2129-5440-02390,70388,1.597E+12,1.59699E+12
3.99,GPA.3347-0166-9937-00231,70388,1.597E+12,1.59699E+12
3.99,GPA.3322-9796-5083-34121,70388,1.597E+12,1.59699E+12
3.99,GPA.3354-0568-4408-90743,70388,1.59701E+12,1.59699E+12
3.99,GPA.3331-2955-7166-84133,30445,1.59745E+12,1.59642E+12
3.99,GPA.3322-3325-7872-08056,95571,1.59774E+12,1.59774E+12
89.99,GPA.3364-2763-5402-02686,95571,1.59777E+12,1.59774E+12
5.107373,GPA.3315-1331-8417-37707,105286,1.59786E+12,1.59786E+12
17.99,GPA.3370-6857-1164-90329,105521,1.59794E+12,1.59794E+12
3.99,GPA.3360-1138-8140-37779,105521,1.59797E+12,1.59794E+12
3.99,GPA.3313-3173-6110-77835,105521,1.59798E+12,1.59794E+12
5.146796,GPA.3301-5676-1001-02448,105286,1.59802E+12,1.59786E+12
2.5006285,GPA.3384-1789-1163-85526,105286,1.59802E+12,1.59786E+12
5.146796,GPA.3328-0704-5057-95685,105286,1.59802E+12,1.59786E+12
5.146796,GPA.3326-9205-1249-78786,110279,1.59812E+12,1.59811E+12
5.0918164,GPA.3383-8029-7571-27643,110548,1.59818E+12,1.59818E+12
5.0918164,GPA.3369-7640-4461-08357,110548,1.59818E+12,1.59818E+12
5.0918164,GPA.3302-1613-9862-52389,110548,1.59818E+12,1.59818E+12
22.239063,GPA.3379-4569-1446-62671,110548,1.59819E+12,1.59818E+12
2.4739158,GPA.3318-5677-2084-54870,110548,1.5982E+12,1.59818E+12
5.0918164,GPA.3378-9272-3425-79639,110548,1.5982E+12,1.59818E+12
22.239063,GPA.3328-5835-7058-52066,110548,1.59821E+12,1.59818E+12
5.09075,GPA.3314-9574-8043-34664,105286,1.59836E+12,1.59786E+12
3.99,GPA.3316-0300-4565-93053,30445,1.59643E+12,1.59642E+12
3.99,GPA.3335-2978-0363-30085,30445,1.59651E+12,1.59642E+12
1.99,GPA.3337-7360-8185-21529,70145,1.59687E+12,1.59687E+12
3.99,GPA.3378-2153-1509-25440,30019,1.59614E+12,1.59614E+12
17.99,GPA.3355-1704-1134-26715,115237,1.59841E+12,1.59841E+12
34.99,GPA.3347-8336-7426-51283,115237,1.59848E+12,1.59841E+12
17.99,GPA.3357-0291-9562-62450,70729,1.59712E+12,1.59712E+12
17.99,GPA.3331-8742-0706-75824,70729,1.59713E+12,1.59712E+12
1.99,GPA.3390-4122-9356-72494,70729,1.59713E+12,1.59712E+12
17.99,GPA.3373-2932-2209-29739,70729,1.59713E+12,1.59712E+12
3.99,GPA.3360-3379-6880-57417,70729,1.59713E+12,1.59712E+12
1.99,GPA.3369-6590-6150-56086,70729,1.59713E+12,1.59712E+12
3.99,GPA.3332-1678-4035-13832,85046,1.59726E+12,1.59726E+12
3.99,GPA.3389-5153-3457-69041,95320,1.59761E+12,1.59761E+12
17.99,GPA.3308-2494-8587-64101,95320,1.59763E+12,1.59761E+12
1.99,GPA.3376-4163-7680-23465,95320,1.59763E+12,1.59761E+12
17.99,GPA.3327-7041-1079-47294,95369,1.59764E+12,1.59763E+12
3.99,GPA.3387-3196-7209-64572,95320,1.59767E+12,1.59761E+12
17.99,GPA.3385-7097-0936-86828,95369,1.59772E+12,1.59763E+12
17.99,GPA.3341-7447-9846-56433,95320,1.5978E+12,1.59761E+12
17.99,GPA.3390-3842-5117-00470,95369,1.59798E+12,1.59763E+12
17.99,GPA.3397-8351-6335-42082,95369,1.59807E+12,1.59763E+12
17.99,GPA.3352-9791-3019-57938,110390,1.59813E+12,1.59813E+12
3.99,GPA.3346-7736-1259-01492,110637,1.5982E+12,1.5982E+12
2.4739158,GPA.3382-6328-8581-07491,110516,1.5982E+12,1.59817E+12
3.99,GPA.3313-8213-6497-76778,110637,1.5982E+12,1.5982E+12
3.99,GPA.3344-3370-8337-62987,110637,1.59821E+12,1.5982E+12
3.99,GPA.3322-4434-8743-16208,110637,1.59821E+12,1.5982E+12
18.20783,GPA.3354-7947-7201-12547,110952,1.59829E+12,1.59829E+12
3.99,GPA.3302-6295-0570-55405,111109,1.59831E+12,1.59831E+12
4.151166,GPA.3398-3306-1840-64672,115051,1.59838E+12,1.59838E+12
20.549007,GPA.3388-9318-4487-09509,30314,1.59637E+12,1.59637E+12
2.3804755,GPA.3362-2283-0835-41757,30314,1.59638E+12,1.59637E+12
20.549007,GPA.3313-3194-6797-40214,30314,1.59638E+12,1.59637E+12
5.0907435,GPA.3368-7624-4633-60665,40011,1.59656E+12,1.59655E+12
5.0907435,GPA.3357-5750-1074-04113,40011,1.59656E+12,1.59655E+12
3.99,GPA.3371-3617-0268-58331,30019,1.59656E+12,1.59614E+12
5.0907435,GPA.3355-7415-8942-39752,40011,1.59661E+12,1.59655E+12
3.99,GPA.3302-6857-5735-24270,65073,1.59676E+12,1.59675E+12
3.99,GPA.3380-7954-1682-29317,20117,1.59611E+12,1.59611E+12
3.99,GPA.3380-6621-4593-35136,30130,1.59624E+12,1.59623E+12
22.259577,GPA.3384-3323-1059-06204,111286,1.59838E+12,1.59836E+12
22.259577,GPA.3307-0484-0264-67770,111286,1.59839E+12,1.59836E+12
3.99,GPA.3385-0977-3563-86770,115255,1.59841E+12,1.59841E+12
89.99,GPA.3342-4593-9860-56632,30035,1.59691E+12,1.59615E+12
5.1021147,GPA.3346-7339-3762-23779,50066,1.59691E+12,1.59668E+12
3.99,GPA.3369-6848-3975-24314,105036,1.59777E+12,1.59777E+12
1.99,GPA.3353-5601-2745-55312,105020,1.59779E+12,1.59776E+12
3.99,GPA.3399-9824-9532-97380,105020,1.59779E+12,1.59776E+12
34.99,GPA.3335-3691-4903-96106,105602,1.59798E+12,1.59798E+12
34.99,GPA.3317-2181-6233-09170,105602,1.59805E+12,1.59798E+12
3.99,GPA.3391-8088-8690-25552,110211,1.5981E+12,1.5981E+12
3.99,GPA.3337-7538-7575-30200,110211,1.59811E+12,1.5981E+12
5.0918164,GPA.3326-6417-4264-75174,110849,1.59826E+12,1.59826E+12
5.0918164,GPA.3368-9636-9085-47832,110849,1.59826E+12,1.59826E+12
5.0918164,GPA.3341-3412-5128-64061,110849,1.59826E+12,1.59826E+12
3.99,GPA.3312-1999-1392-26046,110758,1.59832E+12,1.59823E+12
5.09075,GPA.3344-5153-7624-26351,110849,1.59833E+12,1.59826E+12
5.09075,GPA.3385-6234-1490-04800,110849,1.59833E+12,1.59826E+12
5.09075,GPA.3318-0362-9784-22749,110849,1.59833E+12,1.59826E+12
5.09075,GPA.3364-2428-7777-54569,110849,1.59833E+12,1.59826E+12
2.473398,GPA.3358-2152-3582-76287,110849,1.59833E+12,1.59826E+12
5.09075,GPA.3389-6041-1578-28053,110849,1.59834E+12,1.59826E+12
22.234407,GPA.3306-4197-0804-22246,111286,1.59836E+12,1.59836E+12
11.764998,GPA.3330-2415-2767-31497,111286,1.59836E+12,1.59836E+12
5.096513,GPA.3351-7957-0395-40452,110849,1.59837E+12,1.59826E+12
19.99,GPA.3326-1140-4687-01304,30035,1.59626E+12,1.59615E+12
17.99,GPA.3334-7193-1919-99749,30035,1.59627E+12,1.59615E+12
17.99,GPA.3368-5847-9187-63139,30035,1.59627E+12,1.59615E+12
3.99,GPA.3394-1630-6937-45913,40060,1.59657E+12,1.59657E+12
34.99,GPA.3378-3869-8071-40389,40060,1.59657E+12,1.59657E+12
9.99,GPA.3309-2239-9846-44073,40060,1.59657E+12,1.59657E+12
4.100228,GPA.3343-5859-9393-79576,40138,1.5966E+12,1.5966E+12
4.100228,GPA.3350-6148-6619-17524,40138,1.5966E+12,1.5966E+12
17.99,GPA.3386-4686-4528-46320,40060,1.59666E+12,1.59657E+12
2.473647,GPA.3311-7263-5949-49596,15062,1.59667E+12,1.59597E+12
34.99,GPA.3354-4371-6755-55398,105269,1.59787E+12,1.59785E+12
17.99,GPA.3399-3471-5365-68802,105275,1.59844E+12,1.59785E+12
17.99,GPA.3364-6640-1571-18561,70319,1.59695E+12,1.59695E+12
3.99,GPA.3394-1595-4202-12921,70494,1.59703E+12,1.59703E+12
1.99,GPA.3317-5098-8746-94352,95061,1.59746E+12,1.59746E+12
3.99,GPA.3330-5676-3100-13818,95061,1.59746E+12,1.59746E+12
3.99,GPA.3310-6043-7865-11481,95061,1.59746E+12,1.59746E+12
2.4814742,GPA.3350-6002-2171-96036,100013,1.59776E+12,1.59775E+12
4.6822658,GPA.3354-2041-1514-69251,105139,1.5978E+12,1.5978E+12
3.99,GPA.3308-2161-4108-11590,105275,1.59786E+12,1.59785E+12
19.99,GPA.3371-5138-8819-78975,105275,1.59786E+12,1.59785E+12
3.99,GPA.3371-6684-8531-64338,105275,1.59786E+12,1.59785E+12
34.99,GPA.3354-4371-6755-55398,105269,1.59787E+12,1.59785E+12
3.99,GPA.3328-4072-7522-74578,105269,1.59787E+12,1.59785E+12
9.99,GPA.3388-9575-3039-56553,105269,1.59787E+12,1.59785E+12
3.99,GPA.3365-8929-8292-26508,105275,1.59793E+12,1.59785E+12
3.99,GPA.3389-3168-5806-28684,105275,1.59797E+12,1.59785E+12
1.99,GPA.3329-9577-9931-19440,105275,1.59797E+12,1.59785E+12
3.99,GPA.3362-2003-5556-78606,110337,1.59812E+12,1.59812E+12
3.99,GPA.3360-3536-8521-80857,110337,1.59812E+12,1.59812E+12
19.99,GPA.3325-7954-4011-93603,110593,1.59819E+12,1.59819E+12
17.99,GPA.3390-9472-5143-21578,110593,1.59819E+12,1.59819E+12
34.99,GPA.3386-4017-6061-58078,95344,1.5982E+12,1.59762E+12
3.99,GPA.3317-8315-4335-45888,40032,1.59656E+12,1.59656E+12
3.99,GPA.3345-4585-9481-98071,40032,1.59656E+12,1.59656E+12
3.99,GPA.3334-6011-2928-50126,40032,1.5966E+12,1.59656E+12
19.99,GPA.3351-2928-5131-31886,40032,1.59682E+12,1.59656E+12
17.99,GPA.3376-9862-0097-70363,40032,1.59682E+12,1.59656E+12
3.99,GPA.3358-3814-8038-19667,30020,1.59615E+12,1.59614E+12
17.985882,GPA.3361-4406-0193-14436,85075,1.59728E+12,1.59728E+12
17.985882,GPA.3399-2084-1948-58294,85075,1.59728E+12,1.59728E+12
2.09173,GPA.3304-3667-0887-41103,85075,1.59728E+12,1.59728E+12
17.985882,GPA.3316-7531-7405-96383,85075,1.59728E+12,1.59728E+12
17.985882,GPA.3319-5709-5574-38258,85075,1.59728E+12,1.59728E+12
2.09173,GPA.3350-3644-4097-97170,85075,1.59731E+12,1.59728E+12
17.985882,GPA.3377-5080-7273-04740,85075,1.59731E+12,1.59728E+12
3.99,GPA.3304-3715-3942-79772,90003,1.59735E+12,1.59735E+12
17.99,GPA.3341-1790-8398-57572,95066,1.59746E+12,1.59746E+12
17.99,GPA.3362-9635-6170-29375,95066,1.59749E+12,1.59746E+12
3.99,GPA.3391-7740-5221-35943,95066,1.59749E+12,1.59746E+12
1.99,GPA.3393-1166-2445-36456,95066,1.59749E+12,1.59746E+12
1.99,GPA.3326-8821-5324-26930,95066,1.59759E+12,1.59746E+12
1.99,GPA.3394-8268-9216-72514,95066,1.59759E+12,1.59746E+12
1.99,GPA.3301-5864-0030-86355,95066,1.59759E+12,1.59746E+12
1.99,GPA.3384-2856-4175-70083,95066,1.59759E+12,1.59746E+12
1.99,GPA.3335-6533-4698-35706,105301,1.59787E+12,1.59787E+12
1.99,GPA.3374-4233-7686-11154,105301,1.59787E+12,1.59787E+12
1.99,GPA.3394-3120-0835-57496,105301,1.59787E+12,1.59787E+12
1.99,GPA.3390-5434-1164-27882,105301,1.59787E+12,1.59787E+12
1.99,GPA.3326-4506-8248-20464,105301,1.59787E+12,1.59787E+12
3.99,GPA.3356-1158-0638-88445,105326,1.59787E+12,1.59787E+12
3.99,GPA.3361-4617-7194-47704,105326,1.59788E+12,1.59787E+12
3.99,GPA.3357-2610-5535-65010,105326,1.59788E+12,1.59787E+12
3.99,GPA.3390-3891-5532-77265,105326,1.59788E+12,1.59787E+12
1.99,GPA.3389-9326-1831-94641,105326,1.59788E+12,1.59787E+12
3.99,GPA.3321-9300-6030-31899,105326,1.59788E+12,1.59787E+12
3.99,GPA.3357-1399-5627-46258,105326,1.59789E+12,1.59787E+12
3.99,GPA.3384-9405-2171-17938,105326,1.59789E+12,1.59787E+12
3.99,GPA.3377-1068-2826-93531,105326,1.59789E+12,1.59787E+12
1.99,GPA.3376-0194-3527-61023,105326,1.59789E+12,1.59787E+12
1.99,GPA.3338-3387-6499-04589,105326,1.59789E+12,1.59787E+12
3.99,GPA.3372-0206-8858-94123,105326,1.59789E+12,1.59787E+12
3.99,GPA.3396-6170-0603-82092,105326,1.5979E+12,1.59787E+12
3.99,GPA.3385-3001-6878-86203,105326,1.5979E+12,1.59787E+12
3.99,GPA.3342-6908-4772-69106,105326,1.5979E+12,1.59787E+12
1.99,GPA.3311-3646-5580-39881,105326,1.5979E+12,1.59787E+12
3.99,GPA.3356-4854-6461-34217,105326,1.5979E+12,1.59787E+12
3.99,GPA.3397-6476-1512-11816,105326,1.59793E+12,1.59787E+12
3.99,GPA.3370-1065-5243-35709,105544,1.59796E+12,1.59795E+12
3.99,GPA.3388-6014-4983-41935,105326,1.59797E+12,1.59787E+12
3.99,GPA.3383-6502-9355-58675,105326,1.59797E+12,1.59787E+12
17.99,GPA.3364-1400-3230-55181,105301,1.59821E+12,1.59787E+12
1.99,GPA.3333-3963-5746-94698,105301,1.59821E+12,1.59787E+12
3.99,GPA.3324-9401-8994-19903,110581,1.59823E+12,1.59819E+12
3.99,GPA.3341-3531-4675-58082,110581,1.59823E+12,1.59819E+12
3.99,GPA.3320-1743-6486-45792,110674,1.59823E+12,1.59821E+12
17.99,GPA.3393-5592-4345-02099,110581,1.59836E+12,1.59819E+12
3.99,GPA.3380-4746-4116-74713,110581,1.59837E+12,1.59819E+12
3.99,GPA.3386-7434-4883-80215,110581,1.59837E+12,1.59819E+12
3.99,GPA.3343-1336-8767-43201,110581,1.59838E+12,1.59819E+12
5.1082516,GPA.3334-9246-8940-06570,10129,1.59629E+12,1.59591E+12
17.99,GPA.3366-5587-4031-85420,30331,1.59638E+12,1.59638E+12
89.99,GPA.3352-8287-1003-69396,30331,1.59639E+12,1.59638E+12
19.99,GPA.3385-7870-7546-68972,35033,1.59646E+12,1.59646E+12
1.99,GPA.3307-3295-2914-26293,35033,1.59646E+12,1.59646E+12
3.99,GPA.3350-3665-6997-82344,35033,1.59647E+12,1.59646E+12
3.99,GPA.3361-0959-9590-04790,35033,1.59647E+12,1.59646E+12
1.99,GPA.3320-0253-4125-22460,35033,1.59647E+12,1.59646E+12
24.845743,GPA.3347-4342-7905-34748,35116,1.59649E+12,1.59649E+12
3.99,GPA.3381-9635-2101-74459,35033,1.59652E+12,1.59646E+12
5.1021147,GPA.3329-1620-6402-44995,70006,1.59681E+12,1.59681E+12
5.1021147,GPA.3355-9278-5915-92908,70006,1.59681E+12,1.59681E+12
5.1021147,GPA.3396-0142-2697-66930,70006,1.59681E+12,1.59681E+12
5.1021147,GPA.3358-2578-3870-08798,70006,1.59681E+12,1.59681E+12
5.1021147,GPA.3300-3286-8680-75074,70006,1.59681E+12,1.59681E+12
5.1021147,GPA.3393-1443-9099-30380,70006,1.59682E+12,1.59681E+12
5.1021147,GPA.3386-0501-3784-64775,70006,1.59682E+12,1.59681E+12
5.1021147,GPA.3365-7316-2618-50233,70006,1.59684E+12,1.59681E+12
2.4732618,GPA.3306-0350-2757-09847,80007,1.59716E+12,1.59716E+12
2.4732618,GPA.3390-6404-7686-10986,80007,1.59716E+12,1.59716E+12
17.99,GPA.3368-5736-2880-01446,95069,1.59746E+12,1.59746E+12
3.99,GPA.3307-2130-7767-68409,90027,1.5976E+12,1.59736E+12
3.99,GPA.3337-8421-3790-61306,95069,1.59761E+12,1.59746E+12
5.107373,GPA.3341-4331-9879-98713,95563,1.59775E+12,1.59774E+12
3.99,GPA.3373-6117-2949-58770,90027,1.59785E+12,1.59736E+12
17.99,GPA.3379-1552-6443-31849,85079,1.59785E+12,1.59728E+12
3.99,GPA.3384-2080-3400-81156,85079,1.59785E+12,1.59728E+12
3.99,GPA.3347-2117-0812-63483,105117,1.59796E+12,1.59779E+12
19.99,GPA.3379-4906-3865-62422,110073,1.59802E+12,1.59802E+12
17.99,GPA.3317-6549-6963-34552,110073,1.59803E+12,1.59802E+12
17.99,GPA.3315-0550-3941-02695,110073,1.59803E+12,1.59802E+12
3.99,GPA.3311-5820-4029-69708,105117,1.59807E+12,1.59779E+12
3.99,GPA.3319-6625-5907-41507,110824,1.59825E+12,1.59825E+12
4.166777,GPA.3364-8486-9484-69827,110765,1.59826E+12,1.59823E+12
3.99,GPA.3392-1618-5413-18465,40115,1.59659E+12,1.59659E+12
17.99,GPA.3326-0650-0344-63658,40115,1.59659E+12,1.59659E+12
1.99,GPA.3387-7834-6880-33746,40115,1.59661E+12,1.59659E+12
3.99,GPA.3343-7143-1403-20452,40115,1.59661E+12,1.59659E+12
3.99,GPA.3337-3847-8476-57902,40115,1.59661E+12,1.59659E+12
17.99,GPA.3376-6808-6583-35793,40115,1.59665E+12,1.59659E+12
17.99,GPA.3367-1191-4629-55040,40115,1.59665E+12,1.59659E+12
3.99,GPA.3312-3649-9643-51216,65185,1.59681E+12,1.59681E+12
17.99,GPA.3324-2402-2576-34099,65185,1.59681E+12,1.59681E+12
1.99,GPA.3377-2329-1746-77218,65185,1.59681E+12,1.59681E+12
3.99,GPA.3349-6127-3085-11599,65185,1.59681E+12,1.59681E+12
3.99,GPA.3399-8791-2974-10409,40115,1.59683E+12,1.59659E+12
3.99,GPA.3331-0373-8377-76637,40115,1.59683E+12,1.59659E+12
1.99,GPA.3370-5145-1361-75616,20065,1.59607E+12,1.59607E+12
3.99,GPA.3372-4830-5565-62992,115529,1.59848E+12,1.59847E+12
89.99,GPA.3346-2256-3297-24909,30145,1.59625E+12,1.59625E+12
17.99,GPA.3346-8575-6783-46403,30146,1.59625E+12,1.59625E+12
17.99,GPA.3303-2740-3070-52674,30145,1.59625E+12,1.59625E+12
1.99,GPA.3357-1162-6612-96331,30146,1.59625E+12,1.59625E+12
3.99,GPA.3343-7179-8713-18229,30135,1.59628E+12,1.59624E+12
17.99,GPA.3323-5501-6992-45647,30135,1.59628E+12,1.59624E+12
1.99,GPA.3366-1203-5803-01699,30135,1.59628E+12,1.59624E+12
17.99,GPA.3370-1023-8577-62500,30135,1.59628E+12,1.59624E+12
3.99,GPA.3386-5892-1007-76655,30135,1.59629E+12,1.59624E+12
3.99,GPA.3399-3455-7305-82816,30135,1.5963E+12,1.59624E+12
17.99,GPA.3379-0302-3211-51159,30164,1.59635E+12,1.59627E+12
1.99,GPA.3397-7475-9614-90743,30164,1.59635E+12,1.59627E+12
17.99,GPA.3398-8309-6553-14223,30164,1.59635E+12,1.59627E+12
34.99,GPA.3396-2396-3734-33728,30164,1.59638E+12,1.59627E+12
1.99,GPA.3312-8874-6223-52744,30164,1.59638E+12,1.59627E+12
4.093517,GPA.3379-2888-6755-39256,30424,1.59642E+12,1.59642E+12
3.99,GPA.3345-7632-7579-96502,50047,1.59667E+12,1.59667E+12
3.99,GPA.3361-8181-4768-69766,75018,1.59715E+12,1.59715E+12
34.99,GPA.3372-0392-5544-86614,75024,1.59715E+12,1.59715E+12
9.99,GPA.3374-5221-3659-51147,75024,1.59716E+12,1.59715E+12
34.99,GPA.3348-2819-4963-48360,75024,1.59716E+12,1.59715E+12
19.99,GPA.3340-1038-6178-44285,105129,1.59779E+12,1.59779E+12
3.99,GPA.3313-5428-6761-96611,110656,1.59821E+12,1.59821E+12
3.99,GPA.3350-3323-5102-80375,110656,1.59821E+12,1.59821E+12
4.167429,GPA.3359-5637-1167-67553,110687,1.59835E+12,1.59821E+12
4.659722,GPA.3399-6652-8053-62949,30075,1.59618E+12,1.59618E+12
20.096397,GPA.3380-3013-3626-77439,30075,1.59621E+12,1.59618E+12
3.99,GPA.3319-5457-7022-02538,115106,1.59839E+12,1.59839E+12
3.99,GPA.3326-8959-6979-28512,115106,1.59842E+12,1.59839E+12
89.99,GPA.3389-9457-4662-90973,115280,1.59842E+12,1.59842E+12
17.99,GPA.3370-6543-3809-69148,115280,1.59842E+12,1.59842E+12
1.99,GPA.3305-9261-4773-23449,115106,1.59842E+12,1.59839E+12
17.922781,GPA.3391-4638-9605-20280,40023,1.59711E+12,1.59656E+12
5.0918164,GPA.3354-1174-7888-90642,110263,1.59818E+12,1.59811E+12
5.0918164,GPA.3337-0983-2328-06913,110263,1.59818E+12,1.59811E+12
17.99,GPA.3344-5580-9840-72213,110560,1.59819E+12,1.59819E+12
5.0918164,GPA.3358-2724-6659-41452,110263,1.5982E+12,1.59811E+12
4.64697,GPA.3391-4758-5087-16912,110820,1.59825E+12,1.59825E+12
22.232021,GPA.3386-6977-2543-52644,30283,1.59635E+12,1.59635E+12
3.99,GPA.3347-5078-8106-64766,30439,1.59642E+12,1.59642E+12
17.917025,GPA.3354-1630-6534-78916,40023,1.59659E+12,1.59656E+12
35.387768,GPA.3321-3738-8042-23329,40023,1.5968E+12,1.59656E+12
17.99,GPA.3381-1989-7938-03785,111279,1.5984E+12,1.59836E+12
3.99,GPA.3393-1953-7852-99019,70370,1.59716E+12,1.59698E+12
3.99,GPA.3303-9950-0584-67848,70370,1.59716E+12,1.59698E+12
17.99,GPA.3358-1532-0354-92394,105299,1.59793E+12,1.59787E+12
17.99,GPA.3307-9519-9567-28099,105299,1.59808E+12,1.59787E+12
17.99,GPA.3386-9084-6732-78326,105299,1.59816E+12,1.59787E+12
3.99,GPA.3368-6608-9192-28218,110811,1.59825E+12,1.59824E+12
3.99,GPA.3361-9996-4692-39126,110970,1.5983E+12,1.59829E+12
4.166777,GPA.3304-2577-8839-41590,111119,1.59832E+12,1.59832E+12
24.851727,GPA.3314-7420-2115-94575,40006,1.59655E+12,1.59655E+12
5.0907435,GPA.3368-8986-3064-00458,40006,1.59655E+12,1.59655E+12
5.0907435,GPA.3358-9919-0156-86989,40006,1.59655E+12,1.59655E+12
22.234379,GPA.3367-3606-4969-54672,40006,1.59655E+12,1.59655E+12
22.234379,GPA.3356-3158-7714-65240,40006,1.59655E+12,1.59655E+12
5.0907435,GPA.3355-9221-7330-46415,40006,1.59656E+12,1.59655E+12
22.234379,GPA.3315-4865-9496-95214,40006,1.59657E+12,1.59655E+12
5.0907435,GPA.3370-4272-4038-25772,40006,1.59657E+12,1.59655E+12
3.99,GPA.3392-7274-6418-47439,20022,1.59604E+12,1.59603E+12
3.99,GPA.3311-5827-9589-82066,20022,1.59604E+12,1.59603E+12
3.99,GPA.3318-9510-1933-51759,30004,1.59614E+12,1.59613E+12
3.99,GPA.3356-8022-8062-82969,30004,1.59614E+12,1.59613E+12
3.99,GPA.3339-1816-8563-15273,30076,1.59618E+12,1.59618E+12
3.99,GPA.3337-1538-0426-36856,30076,1.59618E+12,1.59618E+12
89.99,GPA.3373-6944-8376-29652,30259,1.59634E+12,1.59634E+12
17.99,GPA.3318-5595-4260-35754,30259,1.59634E+12,1.59634E+12
3.99,GPA.3318-9061-9879-62139,30259,1.59634E+12,1.59634E+12
3.99,GPA.3320-2401-4047-83452,65179,1.5968E+12,1.5968E+12
19.99,GPA.3396-7433-9371-99636,70298,1.59695E+12,1.59695E+12
3.99,GPA.3383-6426-6087-71066,70298,1.59695E+12,1.59695E+12
22.171965,GPA.3344-4844-3865-89804,70535,1.59705E+12,1.59704E+12
22.171965,GPA.3311-9574-7934-16852,70535,1.59706E+12,1.59704E+12
2.4664516,GPA.3343-5101-4332-74737,70535,1.59706E+12,1.59704E+12
22.171965,GPA.3310-6066-1933-48212,70535,1.59708E+12,1.59704E+12
5.0764537,GPA.3369-3866-7769-54818,70535,1.59708E+12,1.59704E+12
17.99,GPA.3348-9613-2320-39708,70697,1.59711E+12,1.59711E+12
1.99,GPA.3337-1131-7500-92853,70697,1.59714E+12,1.59711E+12
3.99,GPA.3398-1661-8802-90788,70715,1.5972E+12,1.59712E+12
3.99,GPA.3325-8960-8793-09460,95293,1.59773E+12,1.5976E+12
19.99,GPA.3318-5379-4894-22515,105042,1.59777E+12,1.59777E+12
3.99,GPA.3317-5949-6025-66303,105162,1.59781E+12,1.5978E+12
3.99,GPA.3355-3313-6795-61743,105162,1.59781E+12,1.5978E+12
17.99,GPA.3313-1739-5356-41231,105171,1.59781E+12,1.59781E+12
3.99,GPA.3321-8677-4899-86396,105042,1.59785E+12,1.59777E+12
3.99,GPA.3370-9196-6201-87965,105042,1.59796E+12,1.59777E+12
3.99,GPA.3376-1447-1625-64558,110331,1.59813E+12,1.59812E+12
17.99,GPA.3389-8238-2835-83934,110667,1.59821E+12,1.59821E+12
4.1050687,GPA.3311-7641-4909-17850,20113,1.59611E+12,1.59611E+12
3.99,GPA.3350-9319-0155-06075,115571,1.59848E+12,1.59848E+12
1.99,GPA.3370-9546-0030-18859,115571,1.59848E+12,1.59848E+12
5.1095133,GPA.3324-2925-3446-18005,115653,1.5985E+12,1.5985E+12
5.1095133,GPA.3340-7071-2400-42005,115653,1.5985E+12,1.5985E+12
5.1095133,GPA.3342-3570-3572-27867,115653,1.5985E+12,1.5985E+12
5.1095133,GPA.3391-1449-3692-23551,115653,1.5985E+12,1.5985E+12
5.1095133,GPA.3349-6762-0128-78851,115653,1.5985E+12,1.5985E+12
